0.007274789,‚Á‚Ð‚å‚¤‚ä‚¹‚«‚«‚¾‚â‚¨,,,,0.009388865,‚Á‚Ð‚å‚¤‚ä‚¹‚«‚«‚¾‚â‚¨,,,,0.006694813,‚Á‚Ð‚å‚¤‚ä‚¹‚«‚«‚¾‚â‚¨,,,,0.008756561,‚Á‚Ð‚å‚¤‚ä‚¹‚«‚«‚¾‚â‚¨,,,,0.009131741,‚Á‚Ð‚å‚¤‚ä‚¹‚«‚«‚¾‚â‚¨,,,,0.006927834,,,,,,,,,,,,,,,,,,,,
0.007501414,‚Ó‚¡‚ë‚Ú‚Æ‚«‚ñ‚ª‚Î‚Ó‚§‚¿‚ª‚Å‚¹,,,,0.007875564,‚Ó‚¡‚ë‚Ú‚Æ‚«‚ñ‚ª‚Î‚Ó‚§‚¿‚ª‚Å‚¹,,,,0.006921438,‚Ó‚¡‚ë‚Ú‚Æ‚«‚ñ‚ª‚Î‚Ó‚§‚¿‚ª‚Å‚¹,,,,0.007243259,‚Ó‚¡‚ë‚Ú‚Æ‚«‚ñ‚ª‚Î‚Ó‚§‚¿‚ª‚Å‚¹,,,,0.009494342,‚Ó‚¡‚ë‚Ú‚Æ‚«‚ñ‚ª‚Î‚Ó‚§‚¿‚ª‚Å‚¹,,,,0.007154459,,,,,,,,,,,,,,,,,,,,
0.007501414,‚ ,,,,0.007875564,‚ ,,,,0.006921438,‚ ,,,,0.007243259,‚ ,,,,0.009494342,‚ ,,,,0.007154459,,,,,,,,,,,,,,,,,,,,
0.009014715,‚Ó‚§‚¿‚ç‚ª‚©‚ë‚Ú‚Æ‚«‚Î‚è‚È‚è‚Ü‚·‚Á,,,,0.007648938,‚Ó‚§‚¿‚ç‚ª‚©‚ë‚Ú‚Æ‚«‚Î‚è‚È‚è‚Ü‚·‚Á,,,,0.006694813,‚Ó‚§‚¿‚ç‚ª‚©‚ë‚Ú‚Æ‚«‚Î‚è‚È‚è‚Ü‚·‚Á,,,,0.008756561,‚Ó‚§‚¿‚ç‚ª‚©‚ë‚Ú‚Æ‚«‚Î‚è‚È‚è‚Ü‚·‚Á,,,,0.009131741,‚Ó‚§‚¿‚ç‚ª‚©‚ë‚Ú‚Æ‚«‚Î‚è‚È‚è‚Ü‚·‚Á,,,,0.006927834,,,,,,,,,,,,,,,,,,,,
0.007274789,‚Á‚¢‚«‚Ç‚Ü‚è,,,,0.009388865,‚Á‚¢‚«‚Ç‚Ü‚è,,,,0.006694813,‚Á‚¢‚«‚Ç‚Ü‚è,,,,0.008756561,‚Á‚¢‚«‚Ç‚Ü‚è,,,,0.009131741,‚Á‚¢‚«‚Ç‚Ü‚è,,,,0.006927834,,,,,,,,,,,,,,,,,,,,
0.009363573,‚¢‚«‚Ç‚Ü‚¦‚Ý‚«‚Ó‚Ÿ‚µ‚½,,,,0.011608471,‚¢‚«‚Ç‚Ü‚¦‚Ý‚«‚Ó‚Ÿ‚µ‚½,,,,0.008783597,‚¢‚«‚Ç‚Ü‚¦‚Ý‚«‚Ó‚Ÿ‚µ‚½,,,,0.00723467,‚¢‚«‚Ç‚Ü‚¦‚Ý‚«‚Ó‚Ÿ‚µ‚½,,,,0.00760985,‚¢‚«‚Ç‚Ü‚¦‚Ý‚«‚Ó‚Ÿ‚µ‚½,,,,0.00714587,,,,,,,,,,,,,,,,,,,,
0.007501414,‚í‚®‚í‚µ‚å‚ª,,,,0.007875564,‚í‚®‚í‚µ‚å‚ª,,,,0.006921438,‚í‚®‚í‚µ‚å‚ª,,,,0.007243259,‚í‚®‚í‚µ‚å‚ª,,,,0.00761844,‚í‚®‚í‚µ‚å‚ª,,,,0.009030361,,,,,,,,,,,,,,,,,,,,
0.010594617,‚¢‚«‚Ç‚Ü‚¦‚«‚¾‚â‚¨,,,,0.010968767,‚¢‚«‚Ç‚Ü‚¦‚«‚¾‚â‚¨,,,,0.00885469,‚¢‚«‚Ç‚Ü‚¦‚«‚¾‚â‚¨,,,,0.009176511,‚¢‚«‚Ç‚Ü‚¦‚«‚¾‚â‚¨,,,,0.009551692,‚¢‚«‚Ç‚Ü‚¦‚«‚¾‚â‚¨,,,,0.012123564,,,,,,,,,,,,,,,,,,,,
0.007468114,‚ª‚Ü,,,,0.007842264,‚ª‚Ü,,,,0.005728187,‚ª‚Ü,,,,0.006050008,‚ª‚Ü,,,,0.006425189,‚ª‚Ü,,,,0.007121159,,,,,,,,,,,,,,,,,,,,
0.007468114,‚ç‚í,,,,0.007842264,‚ç‚í,,,,0.005728187,‚ç‚í,,,,0.006050008,‚ç‚í,,,,0.006425189,‚ç‚í,,,,0.007121159,,,,,,,,,,,,,,,,,,,,
